TrialType,CertainAmt,TopAmt,BottomAmt,Outcome,RiskSide,ITI,Rating,trialControl.thisRepN,trialControl.thisTrialN,trialControl.thisN,trialControl.thisIndex,revealLoop.thisRepN,revealLoop.thisTrialN,revealLoop.thisN,revealLoop.thisIndex,timeoutLoop.thisRepN,timeoutLoop.thisTrialN,timeoutLoop.thisN,timeoutLoop.thisIndex,HowHappyCheck.thisRepN,HowHappyCheck.thisTrialN,HowHappyCheck.thisN,HowHappyCheck.thisIndex,welcomeText1.started,space_to_continue.started,welcomeText2.started,space_to_continue_2.started,Win.started,Keys.started,Mouse.started,Keys.keys,Keys.rt,Mouse.x,Mouse.y,Mouse.leftButton,Mouse.midButton,Mouse.rightButton,Win_2.started,WinMsg.started,Win_3.started,WinMsg_2.started,Cross.started,Cross.stopped,HowHappySlider.started,UnHappy.started,Happy.started,SliderKeyboard.started,SpacetoExit.started,HowHappySlider.response,HowHappySlider.rt,SliderKeyboard.keys,SliderKeyboard.rt,Win_2.stopped,WinMsg.stopped,Win_3.stopped,WinMsg_2.stopped,exitText.started,exitText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
gain,0.5,0.0,1.4,bottom,left,1.76,0,0,47,47,85,,,,,,,,,,,,,,,,,342.38211754200165,342.38211754200165,0.01166658301372081,right,0.47945387501385994,0.3287037037037037,-0.2025462962962963,0,0,0,342.89616504200967,342.89616504200967,344.9014275840018,344.9014275840018,348.917257958994,350.6987831250008,346.9063014170097,346.9063014170097,346.9063014170097,348.72297583401087,348.72297583401087,8.458333333333334,1.7994159589870833,space,0.17644745897268876,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.5,-0.91,0.0,top,left,1.0,0,0,48,48,131,,,,,,,,,,,,,,,,,350.6987831250008,350.6987831250008,0.011712999985320494,left,0.45010924997041,0.3287037037037037,-0.2025462962962963,0,0,0,351.1734223749954,351.1734223749954,353.1847994590062,353.1847994590062,355.1806059590017,356.18698762499844,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.6,-1.68,0.0,bottom,left,1.1,0,0,49,49,145,,,,,,,,,,,,,,,,,356.18698762499844,356.18698762499844,0.009657916991272941,left,0.39392999999108724,0.3287037037037037,-0.2025462962962963,0,0,0,356.60166245899745,356.60166245899745,358.60193050000817,358.60193050000817,360.6149066250073,361.71889279200695,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.3,0.0,0.84,top,left,1.82,0,0,50,50,65,,,,,,,,,,,,,,,,,361.71889279200695,361.71889279200695,0.009757332998560742,right,0.45223100000293925,0.3287037037037037,-0.2025462962962963,0,0,0,362.1943138749921,362.1943138749921,364.21011795900995,364.21011795900995,367.66478354201536,369.50700529199094,366.2062913340051,366.2062913340051,366.2062913340051,367.498007999995,367.498007999995,8.458333333333334,1.2822842079913244,space,0.14511858302284963,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-0.8,0.16,bottom,right,1.8,0,0,51,51,14,,,,,,,,,,,,,,,,,369.50700529199094,369.50700529199094,0.011609499983023852,right,0.5588753749907482,0.3287037037037037,-0.2025462962962963,0,0,0,370.101469834015,370.101469834015,372.11003312500543,372.11003312500543,374.10606499999994,375.9149393340049,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-1.1,0.44,bottom,right,1.19,0,0,52,52,23,,,,,,,,,,,,,,,,,375.9149393340049,375.9149393340049,0.009904249978717417,left,0.5035095420025755,0.3287037037037037,-0.2025462962962963,0,0,0,376.4435170420038,376.4435170420038,378.4565670840093,378.4565670840093,380.4480102090165,381.6518399589986,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.4,-1.26,0.0,top,right,1.05,0,0,53,53,126,,,,,,,,,,,,,,,,,381.6518399589986,381.6518399589986,0.008156374999089167,right,0.576276042003883,0.3287037037037037,-0.2025462962962963,0,0,0,382.2601540000178,382.2601540000178,384.26754225001787,384.26754225001787,387.64806733399746,388.702327417006,386.2813392500102,386.2813392500102,386.2813392500102,387.5061659589992,387.5061659589992,8.458333333333334,1.2242205829825252,space,0.1177186669956427,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-1.1,0.9,top,right,1.8,0,0,54,54,26,,,,,,,,,,,,,,,,,388.702327417006,388.702327417006,0.008958666992839426,left,0.7736649579892401,0.3287037037037037,-0.2025462962962963,0,0,0,389.5060700419999,389.5060700419999,391.5059349590156,391.5059349590156,393.4946575000067,395.3177798750112,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-0.8,0.32,bottom,right,1.95,0,0,55,55,16,,,,,,,,,,,,,,,,,395.3177798750112,395.3177798750112,0.006861666974145919,right,0.4521921669947915,0.3287037037037037,-0.2025462962962963,0,0,0,395.792886042007,395.792886042007,397.80544050000026,397.80544050000026,399.7885267919919,401.75750883400906,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.5,-1.58,0.0,top,left,1.28,0,0,56,56,136,,,,,,,,,,,,,,,,,401.75750883400906,401.75750883400906,0.011772625002777204,left,0.4257703750045039,0.3287037037037037,-0.2025462962962963,0,0,0,402.20793129201047,402.20793129201047,404.2164570839959,404.2164570839959,407.65949758401257,408.95673529201304,406.2311848340032,406.2311848340032,406.2311848340032,407.4805743340112,407.4805743340112,8.458333333333334,1.240010749985231,space,0.16264866600977257,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.4,0.0,2.0,bottom,left,1.67,0,0,57,57,79,,,,,,,,,,,,,,,,,408.95673529201304,408.95673529201304,0.01170508298673667,right,0.46080024997354485,0.3287037037037037,-0.2025462962962963,0,0,0,409.44954916700954,409.44954916700954,411.4586407500028,411.4586407500028,413.452885125007,415.13583199999994,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.3,-0.74,0.0,bottom,right,1.4,0,0,58,58,114,,,,,,,,,,,,,,,,,415.13583199999994,415.13583199999994,0.009071084001334384,left,0.4659211660036817,0.3287037037037037,-0.2025462962962963,0,0,0,415.63700520899147,415.63700520899147,417.6529699169914,417.6529699169914,419.6478722920001,421.05766737501835,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.6,0.0,1.68,bottom,left,1.95,0,0,59,59,95,,,,,,,,,,,,,,,,,421.05766737501835,421.05766737501835,0.011877124983584508,right,0.49461845800396986,0.3287037037037037,-0.2025462962962963,0,0,0,421.5783612499945,421.5783612499945,423.5851217090094,423.5851217090094,427.4845943750115,429.45534208399476,425.5811274170119,425.5811274170119,425.5811274170119,427.20370162499603,427.20370162499603,8.458333333333334,1.6179797079821583,space,0.26788941700942814,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-0.8,1.2,bottom,right,1.69,1,0,60,60,41,,,,,,,,,,,,,,,,,429.45534208399476,429.45534208399476,0.012034457991831005,right,0.4104285829816945,0.3287037037037037,-0.2025462962962963,0,0,0,429.8893216669967,429.8893216669967,431.9098299170146,431.9098299170146,433.9060370000079,435.62456937500974,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.3,-0.5,0.0,bottom,left,1.9,0,0,61,61,110,,,,,,,,,,,,,,,,,435.62456937500974,435.62456937500974,0.012221667013363913,right,0.9006599580170587,0.3287037037037037,-0.2025462962962963,0,0,0,436.5540749170177,436.5540749170177,438.56669770900044,438.56669770900044,440.5560864589934,442.474039541994,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-0.8,0.24,top,left,1.51,0,0,62,62,15,,,,,,,,,,,,,,,,,442.474039541994,442.474039541994,0.011528249975526705,left,0.5427984170091804,0.3287037037037037,-0.2025462962962963,0,0,0,443.04347258401685,443.04347258401685,445.0593973340001,445.0593973340001,448.455993459007,449.9803089170018,447.04758729200694,447.04758729200694,447.04758729200694,448.23022866700194,448.23022866700194,8.458333333333334,1.1739819159847684,space,0.20415774997672997,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.3,-1.5,0.0,bottom,left,1.37,0,0,63,63,119,,,,,,,,,,,,,,,,,449.9803089170018,449.9803089170018,0.011747334006940946,right,0.503923374984879,0.3287037037037037,-0.2025462962962963,0,0,0,450.5124086670112,450.5124086670112,452.51790279199486,452.51790279199486,454.5143921250128,455.89648545900127,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-1.1,0.57,top,left,1.64,1,0,64,64,24,,,,,,,,,,,,,,,,,455.89648545900127,455.89648545900127,0.012909207987831905,right,0.34787212501396425,0.3287037037037037,-0.2025462962962963,0,0,0,456.2688298340072,456.2688298340072,458.27544629201293,458.27544629201293,460.26108812500024,461.9129597500141,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.3,-1.26,0.0,top,right,1.68,0,0,65,65,118,,,,,,,,,,,,,,,,,461.9129597500141,461.9129597500141,0.008848665980622172,right,1.3611211249954067,0.3287037037037037,-0.2025462962962963,0,0,0,463.301198000001,463.301198000001,465.3101163340034,465.3101163340034,469.6510577920126,471.34768075001193,467.3059813750151,467.3059813750151,467.3059813750151,469.3392256250081,469.3392256250081,3.0729166666666665,2.0186159159929957,space,0.29425870801787823,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.2,0.0,0.84,bottom,right,1.6,0,0,66,66,58,,,,,,,,,,,,,,,,,471.34768075001193,471.34768075001193,0.01107929099816829,right,0.5393639160029124,-0.2708333333333333,-0.1701388888888889,0,0,0,471.91982912499225,471.91982912499225,473.925335500011,473.925335500011,475.9308202500106,477.54471112499596,,,,,,,,,,473.925335500011,473.925335500011,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.6,0.0,1.49,bottom,left,1.86,0,0,67,67,94,,,,,,,,,,,,,,,,,477.54471112499596,477.54471112499596,0.009791333985049278,right,0.39244508399860933,-0.2708333333333333,-0.1701388888888889,0,0,0,477.9598462920112,477.9598462920112,479.9667433750001,479.9667433750001,481.9525769590109,483.81766754199634,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.2,0.0,0.63,top,left,1.45,0,0,68,68,56,,,,,,,,,,,,,,,,,483.81766754199634,483.81766754199634,0.007173375022830442,left,0.5578985839965753,-0.2708333333333333,-0.1701388888888889,0,0,0,484.4004765000136,484.4004765000136,486.41544495901326,486.41544495901326,490.14235479201307,491.6045385840116,488.4094880000048,488.4094880000048,488.4094880000048,489.99754904201836,489.99754904201836,3.0625,1.5653204999980517,space,0.13318837498081848,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.5,-1.4,0.0,bottom,left,1.31,0,0,69,69,135,,,,,,,,,,,,,,,,,491.6045385840116,491.6045385840116,0.008860791014740244,right,0.6456596670032013,-0.2708333333333333,-0.1701388888888889,0,0,0,492.2890489590063,492.2890489590063,494.2914822919993,494.2914822919993,496.2892448749917,497.6191452089988,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.5,0.0,0.91,top,left,1.95,1,0,70,70,81,,,,,,,,,,,,,,,,,497.6191452089988,497.6191452089988,0.01204079098533839,left,0.4160557080176659,-0.2708333333333333,-0.1701388888888889,0,0,0,498.06678641701,498.06678641701,500.0829927500163,500.0829927500163,502.07254799999646,504.02825200001826,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.5,-1.0,0.0,bottom,right,1.02,0,0,71,71,132,,,,,,,,,,,,,,,,,504.02825200001826,504.02825200001826,0.00890824999078177,right,0.3238818749960046,-0.2708333333333333,-0.1701388888888889,0,0,0,504.37446291701053,504.37446291701053,506.38115016699885,506.38115016699885,510.3511888750072,511.378101875016,508.37368808401516,508.37368808401516,508.37368808401516,510.15580750000663,510.15580750000663,7.645833333333333,1.7582955839752685,space,0.17762395899626426,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.4,0.0,1.68,top,right,1.53,0,0,72,72,78,,,,,,,,,,,,,,,,,511.378101875016,511.378101875016,0.00923441699706018,right,1.9069380420260131,0.23842592592592593,-0.20601851851851852,0,0,0,513.3105392500001,513.3105392500001,515.3250314590114,515.3250314590114,517.3224644169968,518.860981292004,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-0.3,0.06,top,left,1.15,0,0,73,73,0,,,,,,,,,,,,,,,,,518.860981292004,518.860981292004,0.009094832988921553,right,1.1339010829979088,0.23842592592592593,-0.20601851851851852,0,0,0,520.0297152090061,520.0297152090061,522.0418905419938,522.0418905419938,524.0391701250046,525.1943500000052,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.4,-2.0,0.0,bottom,left,1.92,0,0,74,74,129,,,,,,,,,,,,,,,,,525.1943500000052,525.1943500000052,0.008868167002219707,left,0.4226041669899132,0.23842592592592593,-0.20601851851851852,0,0,0,525.6446485420165,525.6446485420165,527.6590308750165,527.6590308750165,531.133989791997,533.0593459590164,529.6507028340129,529.6507028340129,529.6507028340129,531.0223933340167,531.0223933340167,7.645833333333333,1.349522208009148,space,0.09996345799299888,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.3,-0.67,0.0,top,left,1.27,0,0,75,75,113,,,,,,,,,,,,,,,,,533.0593459590164,533.0593459590164,0.007241499988595024,right,0.9899402500013821,0.23842592592592593,-0.2013888888888889,0,0,0,534.0777825000114,534.0777825000114,536.0931305839913,536.0931305839913,538.0884513749916,539.3803785000055,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-0.5,1.0,bottom,right,1.97,0,0,76,76,39,,,,,,,,,,,,,,,,,539.3803785000055,539.3803785000055,0.01153145800344646,left,0.820408542000223,0.23842592592592593,-0.2013888888888889,0,0,0,540.2245823749981,540.2245823749981,542.2301155420137,542.2301155420137,544.2306617090071,546.2217002499965,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.6,-2.16,0.0,top,right,1.49,0,0,77,77,147,,,,,,,,,,,,,,,,,546.2217002499965,546.2217002499965,0.008949040988227352,right,0.525685083004646,0.23842592592592593,-0.2013888888888889,0,0,0,546.7661078750098,546.7661078750098,548.7844458339969,548.7844458339969,552.0917370840034,553.5889699170075,550.7724185420084,550.7724185420084,550.7724185420084,551.964080500009,551.964080500009,7.645833333333333,1.1840976660023443,space,0.11031650000950322,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.5,0.0,1.58,top,left,1.44,0,0,78,78,86,,,,,,,,,,,,,,,,,553.5889699170075,553.5889699170075,0.012402082997141406,left,0.5373801660025492,0.23842592592592593,-0.2013888888888889,0,0,0,554.1510051669902,554.1510051669902,556.1563007500081,556.1563007500081,558.1556766669964,559.6104072089947,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.4,-0.8,0.0,top,right,1.39,0,0,79,79,122,,,,,,,,,,,,,,,,,559.6104072089947,559.6104072089947,0.00945774998399429,right,0.9136982499912847,0.23842592592592593,-0.2013888888888889,0,0,0,560.5474891670165,560.5474891670165,562.5671846249897,562.5671846249897,564.5556879999931,565.9579584590101,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-0.5,0.2,top,left,1.39,0,0,80,80,9,,,,,,,,,,,,,,,,,565.9579584590101,565.9579584590101,0.012140333972638473,left,0.6279474999755621,0.23842592592592593,-0.2013888888888889,0,0,0,566.6169923339912,566.6169923339912,568.6260938750056,568.6260938750056,571.9667807499936,573.3610258749977,570.6235781669966,570.6235781669966,570.6235781669966,571.761524875008,571.761524875008,7.645833333333333,1.1238855829869863,space,0.19203862501308322,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-1.5,1.23,bottom,right,1.44,0,0,81,81,32,,,,,,,,,,,,,,,,,573.3610258749977,573.3610258749977,0.009893208974972367,right,0.8956807909999043,0.23842592592592593,-0.2013888888888889,0,0,0,574.2929031249951,574.2929031249951,576.3082625420066,576.3082625420066,578.2972883339971,579.7562276670069,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.2,-0.44,0.0,top,right,1.19,0,0,82,82,103,,,,,,,,,,,,,,,,,579.7562276670069,579.7562276670069,0.011420915980124846,right,2.061428415996488,0.23842592592592593,-0.2013888888888889,0,0,0,581.8490852090181,581.8490852090181,583.8579394590051,583.8579394590051,585.855334708991,587.0466874169942,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.4,-1.44,0.0,bottom,right,1.97,0,0,83,83,127,,,,,,,,,,,,,,,,,587.0466874169942,587.0466874169942,0.00741625000955537,right,0.5109041660034563,0.23842592592592593,-0.2013888888888889,0,0,0,587.5815296669898,587.5815296669898,589.5891283749952,589.5891283749952,594.3503544169944,596.3360368339927,591.5888695419999,591.5888695419999,591.5888695419999,594.0717784590088,594.0717784590088,7.645833333333333,2.4698356250009965,space,0.25560633299755864,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.4,0.0,0.89,bottom,right,1.02,0,0,84,84,73,,,,,,,,,,,,,,,,,596.3360368339927,596.3360368339927,0.009026333020301536,left,0.3835872090130579,0.23842592592592593,-0.2013888888888889,0,0,0,596.7430141250079,596.7430141250079,598.7467661669943,598.7467661669943,600.7472291669983,601.789045750018,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.3,-0.84,0.0,top,left,1.7,0,0,85,85,115,,,,,,,,,,,,,,,,,601.789045750018,601.789045750018,0.01207183301448822,left,1.818452791980235,0.23842592592592593,-0.2013888888888889,0,0,0,603.6345019169967,603.6345019169967,605.6427237500029,605.6427237500029,607.6388156670146,609.3471626669925,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-0.3,0.2,bottom,left,1.95,0,0,86,86,4,,,,,,,,,,,,,,,,,609.3471626669925,609.3471626669925,0.012046124989865348,right,0.4638241249776911,0.23842592592592593,-0.2013888888888889,0,0,0,609.8341115840012,609.8341115840012,611.8414322500175,611.8414322500175,615.5212181250099,617.482307541999,613.8335105419974,613.8335105419974,613.8335105419974,615.1929295840091,615.1929295840091,7.677083333333333,1.3504529159981757,space,0.3058923749777023,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.2,0.0,1.0,top,left,1.54,0,0,87,87,59,,,,,,,,,,,,,,,,,617.482307541999,617.482307541999,0.008591333025833592,left,0.5531935000035446,0.24189814814814814,-0.20949074074074073,0,0,0,618.0663398750185,618.0663398750185,620.0788112090086,620.0788112090086,622.0762925000163,623.6323552090034,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.3,-0.6,0.0,bottom,right,1.02,0,0,88,88,112,,,,,,,,,,,,,,,,,623.6323552090034,623.6323552090034,0.008692208997672424,right,0.6258202079916373,0.24189814814814814,-0.20949074074074073,0,0,0,624.2807206670113,624.2807206670113,626.2957300420094,626.2957300420094,628.2928835840139,629.3315268339938,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-1.1,0.22,bottom,left,1.81,0,0,89,89,21,,,,,,,,,,,,,,,,,629.3315268339938,629.3315268339938,0.009409208025317639,left,0.5992927920015063,0.24189814814814814,-0.20949074074074073,0,0,0,629.9570023340057,629.9570023340057,631.9653220839973,631.9653220839973,635.2386856669909,637.0672652499925,633.9710962499958,633.9710962499958,633.9710962499958,635.0762532920053,635.0762532920053,7.677083333333333,1.0815704169799574,space,0.15039170801173896,631.9653220839973,631.9653220839973,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.5,-2.5,0.0,bottom,right,1.25,0,0,90,90,139,,,,,,,,,,,,,,,,,637.0672652499925,637.0672652499925,0.011790124990511686,right,0.5691221659944858,0.24189814814814814,-0.20949074074074073,0,0,0,637.6673027920187,637.6673027920187,639.6788962499995,639.6788962499995,641.6762888340163,642.9314243750123,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.3,0.0,0.95,bottom,right,1.66,0,0,91,91,66,,,,,,,,,,,,,,,,,642.9314243750123,642.9314243750123,0.008701124985236675,left,0.4833015839976724,0.24189814814814814,-0.20949074074074073,0,0,0,643.4505256249977,643.4505256249977,645.4629739590164,645.4629739590164,647.4512356249907,649.1256754170172,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-1.5,0.3,bottom,right,1.15,0,0,92,92,27,,,,,,,,,,,,,,,,,649.1256754170172,649.1256754170172,0.01327970900456421,left,0.5069496670039371,0.24189814814814814,-0.20949074074074073,0,0,0,649.6540713339928,649.6540713339928,651.6706469999917,651.6706469999917,656.003731083998,657.1656742499908,653.6595795839967,653.6595795839967,653.6595795839967,655.8756332499906,655.8756332499906,7.677083333333333,2.2001697499945294,space,0.115929874998983,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.3,0.0,0.5,bottom,left,1.42,0,0,93,93,60,,,,,,,,,,,,,,,,,657.1656742499908,657.1656742499908,0.008418917015660554,left,1.3439083750126883,0.24189814814814814,-0.20949074074074073,0,0,0,658.5319708340103,658.5319708340103,660.5478328750178,660.5478328750178,662.5428798340145,663.9819490000082,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.5,0.0,1.8,bottom,right,1.82,0,0,94,94,87,,,,,,,,,,,,,,,,,663.9819490000082,663.9819490000082,0.00995650002732873,right,1.223366124992026,0.24189814814814814,-0.20949074074074073,0,0,0,665.2313659170177,665.2313659170177,667.2463560420147,667.2463560420147,669.2428149589978,671.0832056250074,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.4,-1.12,0.0,top,left,1.77,0,0,95,95,125,,,,,,,,,,,,,,,,,671.0832056250074,671.0832056250074,0.011574208008823916,left,0.490712375001749,0.24189814814814814,-0.20949074074074073,0,0,0,671.5976786669926,671.5976786669926,673.6135512920155,673.6135512920155,678.0379732500005,679.8171549590188,675.6044006670127,675.6044006670127,675.6044006670127,677.809397584002,677.809397584002,7.59375,2.182931541989092,space,0.2099036249855999,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-1.5,3.0,top,left,1.88,0,0,96,96,49,,,,,,,,,,,,,,,,,679.8171549590188,679.8171549590188,0.011784000002080575,right,0.4323886669881176,0.2326388888888889,-0.20601851851851852,0,0,0,680.2852736670175,680.2852736670175,682.2847819589952,682.2847819589952,684.2840601670032,686.1742202920141,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.5,-1.11,0.0,bottom,right,1.09,1,0,97,97,133,,,,,,,,,,,,,,,,,686.1742202920141,686.1742202920141,0.009027791995322332,left,0.49757924998993985,0.2326388888888889,-0.20601851851851852,0,0,0,686.6988017089898,686.6988017089898,688.7045838340127,688.7045838340127,690.6974885420059,691.8009475840081,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
